Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,no_node_emb
Richard Solomon,2004,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Clancy Pendergast,2004,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,8,0.312,0.312,0,1,0.12780292332172394,-0.40526482462883,-0.07265514135360718,-1.12373685836792,-1.311543583869934,-0.1674298644065857,0.5613481402397156,0.942945659160614,0
Don Pollard,2004,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dennis Green,2004,Arizona Cardinals (NFL),head coach,HC,HC,1,14,0.688,0.542,1,0,-0.5211409330368042,0.09083235263824464,-0.08398674428462982,-0.04324677214026451,0.4272302985191345,-0.5877959728240967,0.9476648569107056,-0.09011682122945787,0
Frank Bush,2004,Arizona Cardinals (NFL),linebackers,D,LB,3,9,0.625,0.594,0,0,-0.032481137663125985,1.0059038400650024,-0.049262497574090965,0.4952874183654785,1.178711175918579,-0.8576997518539429,1.2725770473480225,1.0883052349090576,0
Alex Wood,2004,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,5,0.5,0.438,0,1,-0.0888681709766388,0.35798028111457825,0.8468552827835083,-0.5617203116416931,0.3671816289424896,-0.0031626364216208462,0.7792264223098755,0.08288855850696564,0
Bob Wylie,2004,Arizona Cardinals (NFL),offensive line,O,OL,3,13,0.438,0.344,0,0,-0.845002293586731,-0.4720154702663422,0.8464840054512024,-0.31874313950538635,0.00058570975670591,-0.19618988037109372,-0.09479550272226334,0.2927659153938293,0
Mike Kruczek,2004,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Kirby Wilson,2004,Arizona Cardinals (NFL),running backs,O,RB,3,6,0.438,0.438,0,0,-0.1856192797422409,-0.6666596531867981,-0.27945899963378906,-0.7869147062301636,0.25441914796829224,-0.3703461587429047,0.43389254808425903,0.30257272720336914,0
Mike Wilson,2004,Arizona Cardinals (NFL),tight ends,O,TE,3,2,0.0,0.0,0,0,-1.3429038524627686,-0.4204942882061005,-0.1968146413564682,1.4117426872253418,-1.5939456224441528,2.303776741027832,2.0438778400421143,0.6996260285377502,0
Robert Ford,2004,Arizona Cardinals (NFL),wide receivers,O,WR,3,13,0.625,0.594,0,0,0.13931536674499512,-0.3472317159175873,0.1141921654343605,-0.3336036205291748,-0.4559898972511292,-1.1800732612609863,0.0004689230117946863,1.237181544303894,0
Richard Solomon,2005,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.375,0.375,0,0,0.6191616654396057,0.5514307618141174,-0.40530019998550415,-1.3910541534423828,1.0166277885437012,-0.32525286078453064,0.7415267825126648,0.8112363219261169,0
Clancy Pendergast,2005,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,9,0.375,0.333,0,1,0.5710293650627136,-0.0031233413610607386,-0.18445810675621035,-1.5898451805114746,-0.1177653819322586,-0.1498105525970459,0.4418458640575409,0.5100877285003662,0
Don Pollard,2005,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.375,0.375,0,0,0.4555987119674682,0.5728319883346558,-0.4288170635700226,-1.3143476247787476,0.909804344177246,-0.25783854722976685,0.6032783389091492,0.8616939783096313,0
Dennis Green,2005,Arizona Cardinals (NFL),head coach,HC,HC,1,15,0.688,0.458,1,0,0.1298438459634781,0.2559894621372223,-0.5803069472312927,-0.2850086390972137,0.59355628490448,-0.3066519498825073,0.7029662728309631,0.3240934014320373,0
Frank Bush,2005,Arizona Cardinals (NFL),linebackers,D,LB,3,10,0.625,0.521,0,0,0.00119389733299613,0.9495511054992676,-0.3450802266597748,-0.3081146478652954,0.8295443654060364,-0.3918716311454773,0.9404350519180298,0.7930579781532288,0
Keith Rowen,2005,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,21,0.812,0.583,0,1,-0.556024968624115,-0.10228851437568663,-0.7091096639633179,0.3366099298000336,0.22438731789588928,-0.20032700896263125,1.0244845151901243,-0.2938441932201385,0
Everett Lindsay,2005,Arizona Cardinals (NFL),offensive line,O,OL,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mike Kruczek,2005,Arizona Cardinals (NFL),quarterbacks,O,QB,3,1,0.375,0.375,0,0,0.5872898101806641,0.5985171794891357,-0.5160111784934998,-1.307056188583374,0.9398115277290344,-0.3352971076965332,0.7437874674797058,0.87480628490448,0
Kirby Wilson,2005,Arizona Cardinals (NFL),running backs,O,RB,3,7,0.438,0.406,0,0,0.16738151013851166,-0.18710263073444366,-0.74070143699646,-0.6212285161018372,0.5274723172187805,0.014837067574262619,0.29877594113349915,0.35331565141677856,0
Carl Hargrave,2005,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mike Wilson,2005,Arizona Cardinals (NFL),wide receivers,O,WR,3,3,0.375,0.375,0,0,0.6026725172996521,0.44906625151634216,-0.6294013261795044,-0.9041808247566224,0.6072942614555359,-0.07148364931344986,0.7466762661933899,0.8999335765838623,0
Frank Bush,2006,Arizona Cardinals (NFL),linebackers,D,LB,3,11,0.625,0.469,0,0,0.3022304177284241,0.6960824728012085,-0.345344752073288,-0.4848648309707642,0.6929512023925781,-0.0596715472638607,1.5106422901153564,-0.2799087166786194,0
Richard Solomon,2006,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.375,0.344,0,0,0.4359021186828613,-0.019782332703471184,-1.2088791131973269,-0.8318246603012085,0.9538100957870485,0.13431167602539062,1.2139503955841064,-0.5759372711181641,0
Clancy Pendergast,2006,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,10,0.375,0.328,0,1,0.8628906011581421,-0.3909367322921753,-0.3354003131389618,-0.8948508501052856,0.0665358155965805,0.2870010435581207,1.123961329460144,-0.5282201170921326,0
Larry Brooks,2006,Arizona Cardinals (NFL),defensive line,D,DL,3,11,0.438,0.391,0,0,-0.9047423601150512,-1.0457305908203125,0.760036051273346,-0.3578048348426819,0.90702623128891,-0.191926509141922,0.4396059513092041,-0.8623628616333008,0
Dennis Green,2006,Arizona Cardinals (NFL),head coach,HC,HC,1,16,0.375,0.333,1,0,0.06467607617378235,0.08581515401601791,-0.8495567440986633,-0.06857944279909134,0.7796953320503235,-0.11394422501325607,0.907256245613098,-0.2155640572309494,0
Keith Rowen,2006,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,22,0.812,0.516,0,1,-0.5882468223571777,0.04471419379115105,-0.6047598123550415,0.28351065516471863,0.3763514161109924,-0.16664104163646698,0.6755421757698059,-0.2500056326389313,0
Steve Loney,2006,Arizona Cardinals (NFL),offensive line,O,OL,3,4,0.562,0.512,0,0,0.5190509557723999,-0.28708958625793457,-0.5290157794952393,-0.3043863773345947,0.8247267603874207,0.5524981021881104,0.7615934610366821,0.3116205632686615,0
Mike Kruczek,2006,Arizona Cardinals (NFL),quarterbacks,O,QB,3,2,0.375,0.344,0,0,0.3585104644298553,0.06683239340782167,-1.162882685661316,-0.8870180249214172,1.0077941417694092,0.10285935550928116,1.2048542499542236,-0.6415919065475464,0
Kirby Wilson,2006,Arizona Cardinals (NFL),running backs,O,RB,3,8,0.438,0.375,0,0,0.12077942490577698,-0.3844582140445709,-1.0089778900146484,-0.4276735484600067,0.31049686670303345,-0.03393719345331192,0.5645747184753418,-0.4196396470069885,0
Carl Hargrave,2006,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.312,0.312,0,0,0.5132425427436829,-0.025514720007777214,-1.4821761846542358,-0.7978606224060059,0.9544281959533693,0.05233703926205635,1.4392040967941284,-0.7567952275276184,0
Mike Wilson,2006,Arizona Cardinals (NFL),wide receivers,O,WR,3,4,0.375,0.344,0,0,0.4287952780723572,0.016486624255776402,-1.232081413269043,-0.4773194491863251,0.7928075790405273,0.25768497586250305,1.2397496700286863,-0.4241244792938232,0
Russ Grimm,2007,Arizona Cardinals (NFL),offensive line,O,OL,3,15,0.938,0.604,0,0,0.08010093122720717,-0.1133253425359726,0.17342457175254822,-0.7661457061767578,-0.6833136677742004,-0.5950928330421448,0.3217122256755829,0.3351348042488098,0
Teryl Austin,2007,Arizona Cardinals (NFL),defensive backs,D,Sec,3,4,0.812,0.64,0,0,-1.61871600151062,-0.6790516972541809,-0.013884236104786396,-0.23183368146419525,1.5258700847625732,-1.857577919960022,0.6738125085830688,-0.4510884284973145,0
Clancy Pendergast,2007,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,11,0.375,0.325,0,1,0.681846559047699,-0.9093673825263976,-0.3234539031982422,-0.8679738044738771,0.5278887152671814,0.7784170508384705,0.29456454515457153,-0.4047220945358277,0
Ron Aiken,2007,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.0,0.0,0,0,-1.0324097871780396,-0.35257193446159363,0.7591326832771301,-0.6531797051429749,-0.6492714881896973,0.0784832164645195,-0.0977778434753418,0.08985714614391327,0
Ken Whisenhunt,2007,Arizona Cardinals (NFL),head coach,HC,HC,1,10,0.938,0.625,1,0,0.4378950595855713,0.07713642716407776,0.3191133439540863,-1.4573274850845337,-0.5801944136619568,-0.7492533922195435,0.4119279682636261,0.564602255821228,0
Billy Davis,2007,Arizona Cardinals (NFL),linebackers,D,LB,3,15,0.562,0.387,0,0,-0.4655971229076386,-0.610999345779419,0.018093431368470192,0.17891491949558258,-0.5972181558609009,-0.54243004322052,0.449009507894516,0.2526427805423737,0
Todd Haley,2007,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,12,0.562,0.458,0,1,-0.22072023153305054,-1.4527111053466797,-0.11847319453954695,-0.3296888768672943,-0.5533409118652344,0.1150968372821808,-0.3666732013225555,-0.5216861963272095,0
Jeff Rutledge,2007,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,-1.7560790777206419,-0.7797887325286865,2.107874155044556,-1.6956000328063965,-1.1373128890991209,0.21304649114608765,0.09398464858531952,-0.4329817593097687,0
Kirby Wilson,2007,Arizona Cardinals (NFL),running backs,O,RB,3,9,0.438,0.359,0,0,0.056956514716148376,-0.25856640934944153,-0.9170398712158204,-0.678345799446106,0.6635530591011047,0.13379772007465365,0.1498674303293228,-0.175217866897583,0
Maurice Carthon,2007,Arizona Cardinals (NFL),running backs,O,RB,3,13,0.625,0.375,0,0,-0.01803753711283207,-1.413665771484375,-0.0689876452088356,-0.5135782361030579,-0.4742797911167145,-0.4123561680316925,-0.5595834255218506,0.07136709243059157,0
Freddie Kitchens,2007,Arizona Cardinals (NFL),tight ends,O,TE,3,1,0.562,0.562,0,0,0.5217624306678772,-2.385103702545166,-0.379461795091629,-1.029048204421997,-0.9268266558647156,0.6419152617454529,-0.45026177167892456,-0.6261598467826843,0
Mike Miller,2007,Arizona Cardinals (NFL),wide receivers,O,WR,3,7,0.562,0.479,0,0,-0.05478566512465477,-0.6461794376373291,1.6148053407669067,-0.7028588652610779,-1.1576381921768188,-0.15131250023841858,1.250166416168213,0.04319210350513458,0
Russ Grimm,2008,Arizona Cardinals (NFL),offensive line,O,OL,3,16,0.938,0.572,0,0,0.1827983111143112,-0.6067506074905396,0.18898947536945346,-0.6881350874900818,-0.4365901648998261,-0.8933116793632507,-0.2952825725078583,-0.2893914580345154,0
Teryl Austin,2008,Arizona Cardinals (NFL),defensive backs,D,Sec,3,5,0.812,0.612,0,0,-0.1739894449710846,-1.6131378412246704,0.16995258629322052,0.13827109336853027,0.5209176540374756,-1.3037970066070557,-0.18067510426044464,-0.5981069207191467,0
Clancy Pendergast,2008,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,12,0.5,0.362,0,1,0.8900068402290344,-1.332392334938049,0.19845475256443024,-0.5081103444099426,-0.15569303929805756,0.08789029717445374,0.21955546736717224,-0.19591352343559265,0
Ron Aiken,2008,Arizona Cardinals (NFL),defensive line,D,DL,3,1,0.5,0.5,0,0,0.08592117577791214,-1.2781264781951904,0.22442109882831573,-0.2256306856870651,-0.4453200101852417,-1.0901193618774414,-0.21033604443073275,-0.4098908305168152,0
Ken Whisenhunt,2008,Arizona Cardinals (NFL),head coach,HC,HC,1,11,0.938,0.6,1,0,0.7569379806518555,-0.5946375727653503,0.04981971904635429,-0.8532208800315857,-0.3099323511123657,-0.8456945419311523,-0.0854182317852974,-0.3105374574661255,0
Billy Davis,2008,Arizona Cardinals (NFL),linebackers,D,LB,3,16,0.5,0.375,0,0,-0.3911207318305969,-0.6516854763031006,0.16219638288021088,-0.2466825246810913,-0.5713286995887756,-0.4437845647335053,0.07736305147409439,-0.1361946314573288,0
Todd Haley,2008,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,13,0.562,0.5,0,1,0.18404750525951385,-1.2230583429336548,-0.0012285823468118904,-0.2527310252189636,-0.580324649810791,-0.10105416178703308,-0.5633454322814941,-0.475863516330719,0
Jeff Rutledge,2008,Arizona Cardinals (NFL),quarterbacks,O,QB,3,1,0.5,0.5,0,0,0.5009655356407166,-1.605915904045105,0.37107238173484797,-0.4330055713653565,-0.5867701768875122,-1.016473412513733,-0.4401448369026184,-0.7509267330169678,0
Maurice Carthon,2008,Arizona Cardinals (NFL),running backs,O,RB,3,14,0.625,0.446,0,0,0.2061541974544525,-1.1197682619094849,0.014760395511984825,-0.4972444772720337,-0.6690220236778259,-0.447035163640976,-0.5781268477439879,-0.04032054916024208,0
Freddie Kitchens,2008,Arizona Cardinals (NFL),tight ends,O,TE,3,2,0.562,0.531,0,0,0.5827746391296387,-1.7667382955551147,0.10569817572832108,-0.5699212551116943,-0.9984436631202698,-0.3072272539138794,-0.5831459164619446,-0.2519335746765137,0
Mike Miller,2008,Arizona Cardinals (NFL),wide receivers,O,WR,3,8,0.562,0.484,0,0,0.3539367020130157,-1.0437817573547363,0.7148746252059937,-0.6376141905784607,-0.8581268787384033,-0.951383888721466,0.036355413496494286,-0.8578918576240541,0
Russ Grimm,2009,Arizona Cardinals (NFL),run game coordinator,OC,OC,2,17,0.938,0.594,0,1,0.3018603324890137,0.08295819163322449,0.19172511994838715,-0.21862854063510892,-0.11396541446447372,-0.966933012008667,-0.8484439253807068,-0.5472792983055115,0
Russ Grimm,2009,Arizona Cardinals (NFL),offensive line,O,OL,3,17,0.938,0.594,0,0,0.3018603324890137,0.08295819163322449,0.19172511994838715,-0.21862854063510892,-0.11396541446447372,-0.966933012008667,-0.8484439253807068,-0.5472792983055115,0
Teryl Austin,2009,Arizona Cardinals (NFL),defensive backs,D,Sec,3,6,0.812,0.6,0,0,0.36360642313957214,-0.3316427171230316,0.241489440202713,0.969822645187378,0.3086394965648651,-0.9466936588287354,-0.4404914081096649,-1.4571634531021118,0
Billy Davis,2009,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,17,0.562,0.425,0,1,-0.21907448768615725,0.014120981097221375,-0.2009520530700684,0.11370831727981567,-0.3536778688430786,-0.8032122254371643,-0.30871713161468506,-0.571001410484314,0
Ron Aiken,2009,Arizona Cardinals (NFL),defensive line,D,DL,3,2,0.562,0.531,0,0,0.4721091687679291,0.378499448299408,0.5012912154197693,-0.02759845182299614,-0.11038099229335784,-0.6089133024215698,-1.0723124742507937,-1.1882325410842896,0
Ken Whisenhunt,2009,Arizona Cardinals (NFL),head coach,HC,HC,1,12,0.938,0.638,1,0,0.8738231062889099,0.3095081746578217,0.27881166338920593,-0.30980277061462397,-0.090826116502285,-0.8470710515975952,-0.8537934422492981,-0.6862220168113708,0
Matt Raich,2009,Arizona Cardinals (NFL),linebackers,D,LB,3,2,0.0,0.0,0,0,0.8059404492378235,-0.16429683566093445,0.7731741070747375,0.15270736813545227,-0.3524961769580841,-0.8839307427406311,-1.326854228973389,-1.4684299230575562,0
Mike Miller,2009,Arizona Cardinals (NFL),passing game coordinator,OC,OC,2,9,0.562,0.5,0,1,0.7284448146820068,0.3130500912666321,0.8586866855621338,-0.11702004820108415,-0.4806534945964813,-0.8754791021347046,-0.570857048034668,-1.411225438117981,0
Chris Miller,2009,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Curtis Modkins,2009,Arizona Cardinals (NFL),running backs,O,RB,3,1,0.125,0.125,0,0,0.015059160999953747,0.7039250135421753,-0.6981157660484314,-0.9248952865600586,-0.6606979966163635,1.013278603553772,0.9471312761306764,-1.1782501935958862,0
Freddie Kitchens,2009,Arizona Cardinals (NFL),tight ends,O,TE,3,3,0.562,0.541,0,0,0.929051160812378,-0.6608012318611145,0.572500467300415,-0.03014390356838703,-0.8216007351875305,-0.25596791505813604,-1.1870654821395874,-1.269988179206848,0
John McNulty,2009,Arizona Cardinals (NFL),wide receivers,O,WR,3,6,0.0,0.0,0,0,-0.012576066888868807,-0.6843723058700562,0.3793170154094696,-0.20781069993972776,-1.1288665533065796,0.010890668258070946,-0.9795637130737304,-1.1194454431533811,0
Russ Grimm,2010,Arizona Cardinals (NFL),run game coordinator,OC,OC,2,18,0.688,0.569,0,1,0.2933495044708252,-0.0180123932659626,0.8292798399925232,-0.005597064271569252,-0.7143428325653076,-0.7159482836723328,-0.7325369715690613,-0.385001540184021,0
Russ Grimm,2010,Arizona Cardinals (NFL),offensive line,O,OL,3,18,0.688,0.569,0,0,0.2933495044708252,-0.0180123932659626,0.8292798399925232,-0.005597064271569252,-0.7143428325653076,-0.7159482836723328,-0.7325369715690613,-0.385001540184021,0
Donnie Henderson,2010,Arizona Cardinals (NFL),defensive backs,D,Sec,3,10,0.312,0.25,0,0,0.4537805020809174,0.2874046862125397,-0.3475683629512787,-0.7370036840438843,0.08698216080665587,0.8838704228401184,-0.6948314905166626,-0.2637475430965424,0
Billy Davis,2010,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,18,0.625,0.475,0,1,-0.1781741827726364,0.029288748279213905,-0.06882408261299132,0.08911611139774323,-0.6784992218017578,-0.6634180545806885,-0.4500218331813812,-0.6811269521713257,0
Ron Aiken,2010,Arizona Cardinals (NFL),defensive line,D,DL,3,3,0.625,0.562,0,0,-0.058626644313335426,-0.03152790293097496,0.7345529198646545,0.4375552535057068,-1.219265699386597,-0.6284220218658447,-1.1515192985534668,-0.9568141102790833,0
Ken Whisenhunt,2010,Arizona Cardinals (NFL),head coach,HC,HC,1,13,0.688,0.575,1,0,0.6187602281570435,0.10405059903860092,0.8684309720993042,0.24206504225730896,-0.7501277923583984,-0.7202266454696655,-0.8436499238014221,-0.3633032143115997,0
Matt Raich,2010,Arizona Cardinals (NFL),linebackers,D,LB,3,3,0.625,0.625,0,0,0.4427459537982941,-0.33490610122680664,1.2775273323059082,0.6486732959747314,-1.8480145931243896,-0.6949574947357178,-1.227773904800415,-1.2910054922103882,0
Mike Miller,2010,Arizona Cardinals (NFL),passing game coordinator,OC,OC,2,10,0.625,0.5,0,1,0.5125728845596313,0.12527653574943542,1.1910523176193235,0.14802002906799314,-1.75365948677063,-0.6545519828796387,-0.4051657319068909,-0.9973321557044984,0
Chris Miller,2010,Arizona Cardinals (NFL),quarterbacks,O,QB,3,1,0.625,0.625,0,0,0.24407587945461276,-0.24147169291973114,1.2057524919509888,0.6035905480384827,-1.76868736743927,-0.6969525814056396,-1.2392971515655518,-1.3332382440567017,0
Tommie Robinson,2010,Arizona Cardinals (NFL),running backs,O,RB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Freddie Kitchens,2010,Arizona Cardinals (NFL),tight ends,O,TE,3,4,0.625,0.562,0,0,0.5915970802307129,-0.8055881857872009,0.7756606936454773,0.3421284556388855,-1.7388453483581543,-0.22701582312583926,-0.924999475479126,-0.9164745807647704,0
John McNulty,2010,Arizona Cardinals (NFL),wide receivers,O,WR,3,7,0.625,0.625,0,0,0.20832151174545288,-0.745146632194519,0.28023117780685425,0.4415989816188812,-1.425631403923035,-0.2380042523145676,-0.8012352585792542,-0.941438376903534,0
Russ Grimm,2011,Arizona Cardinals (NFL),offensive line,O,OL,3,19,0.625,0.495,0,0,0.27875617146492004,-0.19958844780921936,0.9427274465560912,0.0904221013188362,-0.5624748468399048,-0.6008308529853821,-0.4569042026996613,0.3190821409225464,0
Louie Cioffi,2011,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ray Horton,2011,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,17,0.75,0.672,0,1,0.40249064564704895,-0.26331841945648193,1.5160177946090698,-0.17827481031417847,0.5181044936180115,-0.7204709649085999,-0.2506784498691559,0.6318405866622925,0
Ron Aiken,2011,Arizona Cardinals (NFL),defensive line,D,DL,3,4,0.625,0.5,0,0,0.13076938688755035,-0.008644673973321916,1.172816514968872,0.6455854773521423,-1.0757927894592283,-0.3946087956428528,-0.9818094968795776,0.06742933392524719,0
Ken Whisenhunt,2011,Arizona Cardinals (NFL),head coach,HC,HC,1,14,0.625,0.5,1,0,0.5844078660011292,0.20598365366458893,1.2606680393218994,0.2513679265975952,-0.588255763053894,-0.35504913330078125,-0.5023841857910156,0.4949587285518646,0
Matt Raich,2011,Arizona Cardinals (NFL),linebackers,D,LB,3,4,0.625,0.469,0,0,0.4868597388267517,-0.39761918783187866,1.4898048639297483,0.6529383659362793,-1.5786001682281494,-0.43299946188926697,-0.7843635082244873,-0.08358825743198395,0
