Name,Year,Team,Split_position,final_position,final_position_spec,final_hier_num,TotalYearsInNFL,Past5yrsWinningPerc_best,Past5yrsWinningPerc_avg,HC,Coord,cumul_emb0,cumul_emb1,cumul_emb2,cumul_emb3,cumul_emb4,cumul_emb5,cumul_emb6,cumul_emb7,no_node_emb
Larry Marmie,2003,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,7,0.312,0.312,0,1,-0.4098697602748871,-0.5691090822219849,0.3770204782485962,-0.6290038228034973,0.4852269291877746,1.4035300016403198,-0.04806491360068321,0.1850174218416214,0
Joe Greene,2003,Arizona Cardinals (NFL),defensive line,D,DL,3,16,0.312,0.312,0,0,-0.6459275484085083,-0.5676845908164978,0.3778422474861145,-1.0229424238204956,0.97013258934021,0.6388753056526184,0.16768428683280945,0.19792425632476807,0
Dave McGinnis,2003,Arizona Cardinals (NFL),head coach,HC,HC,1,17,0.562,0.344,1,0,-0.6621362566947937,-0.3271073997020721,0.259604275226593,-0.5886325836181641,1.0575345754623413,1.0533695220947266,0.20404033362865448,0.09236587584018707,0
Jeff FitzGerald,2003,Arizona Cardinals (NFL),linebackers,D,LB,3,9,0.312,0.312,0,0,-0.1837991923093796,-0.6067456007003784,0.009241250343620777,-0.6258869171142578,0.6392161846160889,1.2320852279663086,-0.1165556088089943,0.2575172781944275,0
Jerry Sullivan,2003,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,11,0.312,0.312,0,1,-0.6526230573654175,-0.4246065020561218,0.26575034856796265,-0.4857534766197205,0.3518572747707367,0.5918565392494202,0.2705990672111511,0.10042046755552292,0
Pete Hoener,2003,Arizona Cardinals (NFL),offensive line,O,OL,3,2,0.312,0.312,0,0,-0.4709066152572632,-0.8039202690124512,0.5645919442176819,-0.3756718933582306,0.6775492429733276,1.567773938179016,0.29568082094192505,0.2990838587284088,0
Geep Chryst,2003,Arizona Cardinals (NFL),quarterbacks,O,QB,3,6,0.312,0.312,0,0,-0.37265706062316895,-0.6932506561279297,0.1693747639656067,-0.5166884064674377,0.5058063268661499,0.98796409368515,0.3303280770778656,0.38865309953689575,0
Johnny Roland,2003,Arizona Cardinals (NFL),running backs,O,RB,3,24,0.312,0.312,0,0,-0.2301517575979233,-0.5656951665878296,0.6241694688796997,-0.3340020775794983,0.6915890574455261,0.7343482971191406,-0.21909141540527344,0.2830584347248077,0
Marty Galbraith,2003,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tyke Tolbert,2003,Arizona Cardinals (NFL),wide receivers,O,WR,3,0,0.0,0.0,0,0,1.1854069232940674,-2.887199878692627,-3.971506357192993,1.0758929252624512,2.505831480026245,1.6346832513809204,-1.5347615480422974,3.059224843978882,0
Richard Solomon,2004,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Clancy Pendergast,2004,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,8,0.312,0.312,0,1,-0.5241832733154297,-0.2196175754070282,-1.4370256662368774,0.5826022624969482,0.5797369480133057,0.44486063718795776,-0.8837209939956665,0.1539236307144165,0
Don Pollard,2004,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dennis Green,2004,Arizona Cardinals (NFL),head coach,HC,HC,1,14,0.688,0.542,1,0,-0.6693193316459656,-0.02983258292078972,0.5596061944961548,-0.503633975982666,0.11957426369190215,-0.747385561466217,-0.22163796424865725,0.5143986940383911,0
Frank Bush,2004,Arizona Cardinals (NFL),linebackers,D,LB,3,9,0.625,0.594,0,0,-0.09519173949956894,-0.11513517051935195,1.201321721076965,0.22638948261737826,0.7308979630470276,-0.983752191066742,0.21572184562683105,1.338936448097229,0
Alex Wood,2004,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,5,0.5,0.438,0,1,-0.2542957663536072,-0.4387379586696625,0.3673412501811981,0.4082392156124115,0.15058328211307526,-0.8484272360801697,-0.8935458064079285,0.2283177822828293,0
Bob Wylie,2004,Arizona Cardinals (NFL),offensive line,O,OL,3,13,0.438,0.344,0,0,-0.610329270362854,-0.8897591829299927,0.1501520276069641,0.0484183207154274,0.2314257919788361,-0.04499481990933418,-0.4928667843341827,-0.27688443660736084,0
Mike Kruczek,2004,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Kirby Wilson,2004,Arizona Cardinals (NFL),running backs,O,RB,3,6,0.438,0.438,0,0,-0.8279437422752379,0.5706915259361267,-6.550102261826396e-05,0.2995854616165161,0.4617118835449219,-0.1272648274898529,-0.6240108013153076,0.07889746874570848,0
Mike Wilson,2004,Arizona Cardinals (NFL),tight ends,O,TE,3,2,0.0,0.0,0,0,-0.7638118267059326,-0.7342711091041565,-0.8385317325592041,-0.8845647573471069,-1.783760905265808,1.11748206615448,0.16923466324806213,1.9980276823043823,0
Robert Ford,2004,Arizona Cardinals (NFL),wide receivers,O,WR,3,13,0.625,0.594,0,0,-0.5008314251899719,-0.2843784689903259,-0.4406209588050842,0.3681804239749909,1.4117588996887207,0.5011934638023376,0.03703431412577629,0.14648564159870148,0
Richard Solomon,2005,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.375,0.375,0,0,-0.39014503359794617,0.6752427220344543,0.3009259104728699,-0.20136846601963046,0.5483006834983826,-0.2680535614490509,-1.7788143157958984,0.5565389394760132,0
Clancy Pendergast,2005,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,9,0.375,0.333,0,1,-0.11886635422706605,0.0906105563044548,-0.8976302146911621,0.2429124861955643,0.4769941866397858,-0.10617752373218536,-1.2677454948425293,0.5593694448471069,0
Don Pollard,2005,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.375,0.375,0,0,-0.4239272177219391,0.536450207233429,0.3108259439468384,-0.3247171938419342,0.4144105315208435,-0.20258006453514102,-1.7644381523132324,0.5512484312057495,0
Dennis Green,2005,Arizona Cardinals (NFL),head coach,HC,HC,1,15,0.688,0.458,1,0,-0.7326199412345886,0.4550321102142334,0.5853291749954224,-0.5682990550994873,0.06526517122983932,-0.4075490534305573,-0.8631359338760376,0.35151731967926025,0
Frank Bush,2005,Arizona Cardinals (NFL),linebackers,D,LB,3,10,0.625,0.521,0,0,0.14745943248271942,0.4813875555992127,0.592570960521698,-0.5712537169456482,0.3094262480735779,-0.06421314179897307,-0.7748819589614868,1.2085435390472412,0
Keith Rowen,2005,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,21,0.812,0.583,0,1,-0.6221632361412048,0.08925151824951172,0.444383829832077,-0.366449773311615,-0.3715229630470276,-0.7560122013092041,-0.3496177196502685,0.4567258954048157,0
Everett Lindsay,2005,Arizona Cardinals (NFL),offensive line,O,OL,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mike Kruczek,2005,Arizona Cardinals (NFL),quarterbacks,O,QB,3,1,0.375,0.375,0,0,-0.4704945981502533,0.5245727300643921,0.3055488169193268,-0.3537484109401703,0.5623073577880859,-0.2326716035604477,-1.8512430191040041,0.4990193545818329,0
Kirby Wilson,2005,Arizona Cardinals (NFL),running backs,O,RB,3,7,0.438,0.406,0,0,-0.6339384913444519,0.5950925350189209,0.06669072061777115,0.4029455780982971,0.33610177040100103,-0.14692836999893188,-0.5908462405204773,0.09183426946401596,0
Carl Hargrave,2005,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mike Wilson,2005,Arizona Cardinals (NFL),wide receivers,O,WR,3,3,0.375,0.375,0,0,-0.41697046160697937,0.6841138601303101,0.07798989117145537,-0.24975231289863584,0.22309418022632602,-0.18222421407699585,-1.3566710948944092,0.5645020604133606,0
Frank Bush,2006,Arizona Cardinals (NFL),linebackers,D,LB,3,11,0.625,0.469,0,0,0.2430454045534134,0.6971495151519775,0.6931936740875244,-0.8656790852546692,-0.193286657333374,-0.12455654889345168,-0.6892249584197998,0.8187211155891418,0
Richard Solomon,2006,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.375,0.344,0,0,-0.16641005873680115,1.4261969327926636,0.8570224642753601,-0.6250361800193787,-0.3069620430469513,-0.1318664848804474,-1.5376042127609253,0.5224321484565735,0
Clancy Pendergast,2006,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,10,0.375,0.328,0,1,0.26126769185066223,0.7381697297096252,-0.04024381563067436,0.32243987917900085,-0.29400378465652466,-0.4896685779094696,-1.219089150428772,0.7112256288528442,0
Larry Brooks,2006,Arizona Cardinals (NFL),defensive line,D,DL,3,11,0.438,0.391,0,0,-0.8111240863800049,-0.2548860311508179,1.5400965213775637,0.7705522775650024,0.11610020697116852,-0.42283019423484797,0.28588417172431946,-0.167642280459404,0
Dennis Green,2006,Arizona Cardinals (NFL),head coach,HC,HC,1,16,0.375,0.333,1,0,-0.5044040679931641,0.7130914926528931,0.6952892541885376,-0.6382590532302856,-0.1343987137079239,-0.1067272573709488,-0.6086131930351257,0.18018044531345367,0
Keith Rowen,2006,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,22,0.812,0.516,0,1,-0.555015504360199,0.2748792767524719,0.5349866151809692,-0.692639946937561,-0.4635303914546967,-0.5425502061843872,-0.2896365523338318,0.1561088114976883,0
Steve Loney,2006,Arizona Cardinals (NFL),offensive line,O,OL,3,4,0.562,0.512,0,0,-0.11867566406726834,0.8469998836517334,0.5116489529609679,0.3588436543941498,-0.5091000199317932,0.4869464337825775,-0.3972820043563843,0.5958186388015747,0
Mike Kruczek,2006,Arizona Cardinals (NFL),quarterbacks,O,QB,3,2,0.375,0.344,0,0,-0.1055099070072174,1.3019756078720093,0.9014639258384703,-0.5603456497192383,-0.44561728835105896,-0.11413966119289398,-1.5211228132247925,0.4973474740982056,0
Kirby Wilson,2006,Arizona Cardinals (NFL),running backs,O,RB,3,8,0.438,0.375,0,0,-0.4910178780555725,0.7843323349952698,0.20558616518974304,0.05616723746061325,-0.04573729634284973,-0.20352603495121,-0.8705421686172485,0.16865479946136475,0
Carl Hargrave,2006,Arizona Cardinals (NFL),tight ends,O,TE,3,0,0.312,0.312,0,0,-0.2769840061664581,1.4871193170547483,0.9610317945480348,-0.6692125201225281,-0.7277433276176453,-0.28884220123291016,-1.5476890802383425,0.425840437412262,0
Mike Wilson,2006,Arizona Cardinals (NFL),wide receivers,O,WR,3,4,0.375,0.344,0,0,-0.16084329783916473,1.2644474506378174,0.7527951002120972,-0.6001743674278259,-0.764072597026825,-0.06256234645843506,-1.224453330039978,0.5499340891838074,0
Russ Grimm,2007,Arizona Cardinals (NFL),offensive line,O,OL,3,15,0.938,0.604,0,0,-0.1644252985715866,-0.3244825005531311,0.073724165558815,-0.28594958782196045,0.3455952703952789,-0.5308060050010681,0.3172712028026581,0.7139203548431396,0
Teryl Austin,2007,Arizona Cardinals (NFL),defensive backs,D,Sec,3,4,0.812,0.64,0,0,-0.6370173096656799,0.5696833729743958,1.8037036657333372,-1.0716681480407717,0.2862553000450134,-0.15327221155166626,0.4780997037887573,-0.5579977631568909,0
Clancy Pendergast,2007,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,11,0.375,0.325,0,1,0.7367855906486511,1.183919072151184,0.3658712804317473,0.3241742551326752,-0.3429548740386963,-0.9560757279396056,-0.3637097179889679,0.366509348154068,0
Ron Aiken,2007,Arizona Cardinals (NFL),defensive line,D,DL,3,0,0.0,0.0,0,0,-0.5010405778884888,-0.9040300250053406,0.6855332851409912,0.5261557698249817,-0.4746306836605072,-0.011142627336084844,-0.5035742521286011,0.53919917345047,0
Ken Whisenhunt,2007,Arizona Cardinals (NFL),head coach,HC,HC,1,10,0.938,0.625,1,0,0.3146221339702606,-0.5413827300071716,-0.05014156550168991,-0.16064238548278809,0.7698377370834351,-1.0211609601974487,0.16276514530181885,1.3827468156814575,0
Billy Davis,2007,Arizona Cardinals (NFL),linebackers,D,LB,3,15,0.562,0.387,0,0,-0.6155892610549927,-0.1683923751115799,0.07902847975492477,-0.30122703313827515,-0.125926211476326,-0.1437130868434906,0.7343097925186157,0.6721466779708862,0
Todd Haley,2007,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,12,0.562,0.458,0,1,-0.427089124917984,0.4195342063903809,0.1975865513086319,0.9291268587112428,-0.7792044281959534,-1.0101511478424072,0.7465147376060486,0.22652460634708405,0
Jeff Rutledge,2007,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,0.1857687532901764,-1.8697451353073118,2.697759866714477,1.747199296951294,-0.4804772436618805,-0.5735821127891539,-0.7390247583389282,1.1563177108764648,0
Kirby Wilson,2007,Arizona Cardinals (NFL),running backs,O,RB,3,9,0.438,0.359,0,0,-0.2199273705482483,1.0156761407852173,0.29982656240463257,-0.29347580671310425,0.006951471325010061,-0.8335284590721129,-0.3299152255058289,-0.2428114861249924,0
Maurice Carthon,2007,Arizona Cardinals (NFL),running backs,O,RB,3,13,0.625,0.375,0,0,-0.6789387464523315,0.3888666927814484,-0.0017681007739156485,0.8141359686851501,-0.14075541496276855,-0.7251237034797668,0.7982332706451416,0.435584157705307,0
Freddie Kitchens,2007,Arizona Cardinals (NFL),tight ends,O,TE,3,1,0.562,0.562,0,0,-0.2832502424716949,0.7934187054634094,0.09164109826087953,1.89697539806366,-0.8104858994483948,-1.49677836894989,1.1125525236129759,1.1449408531188965,0
Mike Miller,2007,Arizona Cardinals (NFL),wide receivers,O,WR,3,7,0.562,0.479,0,0,0.8535248637199402,-0.9207212328910828,0.927403211593628,0.0445481613278389,-0.4362458288669586,-0.4669064283370972,0.8570305109024048,1.5830549001693726,0
Russ Grimm,2008,Arizona Cardinals (NFL),offensive line,O,OL,3,16,0.938,0.572,0,0,-0.24496547877788544,-0.16351938247680664,0.12548477947711945,-0.07210659980773926,0.2518303990364075,-1.001614332199097,0.4574936628341675,0.3854142725467682,0
Teryl Austin,2008,Arizona Cardinals (NFL),defensive backs,D,Sec,3,5,0.812,0.612,0,0,-0.06732845306396484,0.4957750141620636,0.7970350384712219,-0.5875424146652222,-0.0174704622477293,-0.22473853826522827,1.8189767599105835,-0.18504641950130465,0
Clancy Pendergast,2008,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,12,0.5,0.362,0,1,0.8679928779602051,0.8530677556991577,0.6795607805252075,0.2297198325395584,-0.04994454607367516,-0.7190755009651184,0.38925501704216,0.2987116873264313,0
Ron Aiken,2008,Arizona Cardinals (NFL),defensive line,D,DL,3,1,0.5,0.5,0,0,0.16537313163280487,0.3924368619918823,0.4877702593803406,0.16590486466884613,-0.1443338841199875,-0.6645389795303345,1.0916389226913452,0.5776504278182983,0
Ken Whisenhunt,2008,Arizona Cardinals (NFL),head coach,HC,HC,1,11,0.938,0.6,1,0,0.17157013714313507,0.19362689554691315,0.012914309278130531,-0.203901082277298,0.6406237483024597,-1.1093993186950684,0.8249121308326721,0.6292566061019897,0
Billy Davis,2008,Arizona Cardinals (NFL),linebackers,D,LB,3,16,0.5,0.375,0,0,-0.6236896514892578,-0.17592158913612366,0.06169272586703301,-0.19358398020267487,-0.19264420866966248,-0.3485904335975647,0.4436894357204437,0.6811420917510986,0
Todd Haley,2008,Arizona Cardinals (NFL),offensive coordinator,OC,OC,2,13,0.562,0.5,0,1,-0.055980276316404336,0.718791663646698,0.33044058084487915,0.3306678235530853,-0.6315704584121704,-0.7009639739990234,0.9026376008987428,0.4042728841304779,0
Jeff Rutledge,2008,Arizona Cardinals (NFL),quarterbacks,O,QB,3,1,0.5,0.5,0,0,0.28106781840324396,0.4876900017261505,0.6008551120758057,0.2031405866146088,-0.10749604552984238,-1.0963261127471924,1.652417778968811,0.5703403353691101,0
Maurice Carthon,2008,Arizona Cardinals (NFL),running backs,O,RB,3,14,0.625,0.446,0,0,-0.37335059046745295,0.5914735198020935,0.300677627325058,0.36114946007728577,-0.22006890177726746,-0.6729780435562134,1.0228646993637085,0.4623802304267883,0
Freddie Kitchens,2008,Arizona Cardinals (NFL),tight ends,O,TE,3,2,0.562,0.531,0,0,0.06193847581744194,0.9071332216262816,0.4666200578212738,0.6757019758224487,-0.2779379189014435,-1.1295433044433594,1.1841652393341064,0.7006980180740356,0
Mike Miller,2008,Arizona Cardinals (NFL),wide receivers,O,WR,3,8,0.562,0.484,0,0,0.6486745476722717,0.03219526633620262,0.18051193654537198,-0.1974804699420929,-0.09904134273529053,-1.220206618309021,1.1453158855438232,0.8494014143943787,0
Russ Grimm,2009,Arizona Cardinals (NFL),run game coordinator,OC,OC,2,17,0.938,0.594,0,1,-0.031276628375053406,-0.5059400796890259,-0.15151259303092954,-0.3873966336250305,0.18966566026210785,-0.9343801736831664,-0.029468826949596405,0.3277324140071869,0
Russ Grimm,2009,Arizona Cardinals (NFL),offensive line,O,OL,3,17,0.938,0.594,0,0,-0.031276628375053406,-0.5059400796890259,-0.15151259303092954,-0.3873966336250305,0.18966566026210785,-0.9343801736831664,-0.029468826949596405,0.3277324140071869,0
Teryl Austin,2009,Arizona Cardinals (NFL),defensive backs,D,Sec,3,6,0.812,0.6,0,0,-0.05054815858602524,-0.71968674659729,-0.24725387990474698,-1.0007199048995972,0.014954529702663422,0.07870879024267198,1.1170270442962646,-0.2962575554847717,0
Billy Davis,2009,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,17,0.562,0.425,0,1,-0.2595660090446472,-0.458698570728302,-0.2268108129501343,-0.3310496807098389,-0.2833074331283569,-0.3919278979301453,0.19945843517780304,0.6666423678398132,0
Ron Aiken,2009,Arizona Cardinals (NFL),defensive line,D,DL,3,2,0.562,0.531,0,0,0.6784347295761108,-0.27252432703971863,0.06847534328699112,-0.6404246687889099,-0.17171591520309448,-0.5861694812774658,0.7140520811080933,0.4574211537837982,0
Ken Whisenhunt,2009,Arizona Cardinals (NFL),head coach,HC,HC,1,12,0.938,0.638,1,0,0.6245046854019165,-0.405791699886322,-0.2326309382915497,-0.7140722274780273,0.5589026808738708,-1.1184474229812622,-0.0014927324373275044,0.4266239702701569,0
Matt Raich,2009,Arizona Cardinals (NFL),linebackers,D,LB,3,2,0.0,0.0,0,0,0.74320387840271,-0.2419984042644501,-0.449506551027298,-0.8961094617843628,-0.03598251938819885,-1.1327050924301147,1.0178549289703371,0.3478415310382843,0
Mike Miller,2009,Arizona Cardinals (NFL),passing game coordinator,OC,OC,2,9,0.562,0.5,0,1,0.7732837796211243,-0.5571776032447815,-0.373480886220932,-0.8827590346336365,-0.30074843764305115,-1.089325785636902,0.3837464451789856,0.2853004634380341,0
Chris Miller,2009,Arizona Cardinals (NFL),quarterbacks,O,QB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Curtis Modkins,2009,Arizona Cardinals (NFL),running backs,O,RB,3,1,0.125,0.125,0,0,0.505992591381073,0.2219366878271103,-0.5363050103187561,-1.4442863464355469,-1.0527876615524292,0.08641132712364198,-1.1535073518753052,1.415740966796875,0
Freddie Kitchens,2009,Arizona Cardinals (NFL),tight ends,O,TE,3,3,0.562,0.541,0,0,0.6434285044670105,0.17602308094501495,-0.4005075395107269,-0.7036911845207214,-0.24989452958106995,-1.2146587371826172,1.0470486879348757,0.664164125919342,0
John McNulty,2009,Arizona Cardinals (NFL),wide receivers,O,WR,3,6,0.0,0.0,0,0,0.5007910132408142,0.5156565904617311,0.11070743203163147,-0.4613313972949982,-0.7305348515510559,-0.9443624019622804,1.0830960273742676,0.7183924913406372,0
Russ Grimm,2010,Arizona Cardinals (NFL),run game coordinator,OC,OC,2,18,0.688,0.569,0,1,0.350067138671875,-0.6065303683280945,-0.4170489013195038,-0.18415096402168274,-0.1771598756313324,-0.7839294075965881,0.16056503355503082,0.26773932576179504,0
Russ Grimm,2010,Arizona Cardinals (NFL),offensive line,O,OL,3,18,0.688,0.569,0,0,0.350067138671875,-0.6065303683280945,-0.4170489013195038,-0.18415096402168274,-0.1771598756313324,-0.7839294075965881,0.16056503355503082,0.26773932576179504,0
Donnie Henderson,2010,Arizona Cardinals (NFL),defensive backs,D,Sec,3,10,0.312,0.25,0,0,-0.0673738569021225,0.3294002413749695,0.19154058396816254,-1.216008543968201,0.005764042492955923,0.1391952484846115,-0.4564616084098816,-0.7006388902664185,0
Billy Davis,2010,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,18,0.625,0.475,0,1,-0.10076486319303513,-0.5860414505004883,-0.6968934535980225,-0.4868092834949493,-0.1481495350599289,-0.12581051886081696,0.29797694087028503,0.4602928757667542,0
Ron Aiken,2010,Arizona Cardinals (NFL),defensive line,D,DL,3,3,0.625,0.562,0,0,1.213292121887207,-0.6386697292327881,-1.0300695896148682,-0.6657776236534119,-0.5197253823280334,-0.08798032253980638,0.4399186074733734,0.4268050789833069,0
Ken Whisenhunt,2010,Arizona Cardinals (NFL),head coach,HC,HC,1,13,0.688,0.575,1,0,1.0484683513641355,-0.8011502623558044,-0.4366195797920227,-0.12298882752656935,-0.00798300188034773,-0.8374408483505249,0.14905859529972074,0.3076018691062927,0
Matt Raich,2010,Arizona Cardinals (NFL),linebackers,D,LB,3,3,0.625,0.625,0,0,1.2412986755371094,-0.952767550945282,-1.6039116382598877,-0.7203623056411743,-0.7760783433914185,-0.6010789275169373,0.4599653780460358,0.1003706157207489,0
Mike Miller,2010,Arizona Cardinals (NFL),passing game coordinator,OC,OC,2,10,0.625,0.5,0,1,1.298896074295044,-1.0779516696929932,-1.0718464851379397,-0.4373526275157929,-0.8071002364158629,-0.717401921749115,0.19213853776454928,0.35855743288993835,0
Chris Miller,2010,Arizona Cardinals (NFL),quarterbacks,O,QB,3,1,0.625,0.625,0,0,1.4975160360336304,-1.1139835119247437,-1.7155398130416868,-0.8637152910232544,-0.9200800061225892,-0.4361600279808045,0.4355629086494446,0.12511025369167328,0
Tommie Robinson,2010,Arizona Cardinals (NFL),running backs,O,RB,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Freddie Kitchens,2010,Arizona Cardinals (NFL),tight ends,O,TE,3,4,0.625,0.562,0,0,1.060760498046875,-0.16936637461185455,-1.488991379737854,-0.8596160411834717,-0.6080402135848999,-0.7557235360145569,0.6133004426956177,-0.031700115650892265,0
John McNulty,2010,Arizona Cardinals (NFL),wide receivers,O,WR,3,7,0.625,0.625,0,0,0.8772121667861938,-0.006792314816266297,-1.0887407064437866,-0.7660577297210693,-0.5605091452598572,-0.5118969678878784,0.7320217490196228,0.3747975826263428,0
Russ Grimm,2011,Arizona Cardinals (NFL),offensive line,O,OL,3,19,0.625,0.495,0,0,0.5822697877883911,-0.5108363032341003,-0.6821444034576416,0.2455383241176605,-0.2936478853225708,-0.5133562088012695,0.3599015474319458,0.004037072416394949,0
Louie Cioffi,2011,Arizona Cardinals (NFL),defensive backs,D,Sec,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ray Horton,2011,Arizona Cardinals (NFL),defensive coordinator,DC,DC,2,17,0.75,0.672,0,1,0.5338870882987976,-0.40035679936409,-0.3155883848667145,1.0007693767547607,0.2495727986097336,-1.0830354690551758,0.9089415669441224,-0.6040418148040771,0
Ron Aiken,2011,Arizona Cardinals (NFL),defensive line,D,DL,3,4,0.625,0.5,0,0,1.4480969905853271,-0.5013129711151123,-0.6860359311103821,0.2138052433729172,-0.4597285389900208,0.16174428164958954,0.6289635300636292,0.31594160199165344,0
Ken Whisenhunt,2011,Arizona Cardinals (NFL),head coach,HC,HC,1,14,0.625,0.5,1,0,0.995169460773468,-0.5493000149726868,-0.8483569025993347,0.4766686260700226,0.02508189156651497,-0.7235119938850403,0.2250654250383377,-0.12618830800056458,0
Matt Raich,2011,Arizona Cardinals (NFL),linebackers,D,LB,3,4,0.625,0.469,0,0,1.4981080293655396,-0.7966570854187012,-1.28362238407135,0.2725109457969665,-0.7641679048538208,0.21702118217945102,0.757166862487793,-0.06677953898906708,0
